#  file: fmRawProjectAuthors2010-May.txt
#  package: fmProjectData
#  description of file/package:
#
#  This package includes raw data files from our database of Freshmeat project 
#  information generated from the list of projects gathered in May of 2010
#
#  Raw data was inserted into database by running the scripts:
#  scraper.pl and url_resolver.pl on the RDF files provided by Freshmeat. Get 
#  these files like this:
#  curl -O http://download.freshmeat.net/backend/fm-projects.rdf.bz2
#
#  Scripts & raw data available at http://flossmole.org
#  Scripts written by Megan Squire and contributed to the FLOSSmole project
#
#  This data is free and available for any use (afterall we just spidered it ;).
#  We do however request that those using the data in any published form provide 
#  a citation to: FLOSSmole Project (2004-2010) 
#  The project is available at: http://flossmole.org
#
#  SELECT fp.project_id, fp.projectname_short, fpa.author_name, fpa.author_role 
#  FROM `fm_project_authors` fpa, fm_projects fp 
#  WHERE fp.datasource_id=218
#  AND fpa.datasource_id=218
#  AND fpa.project_id = fp.project_id
#  ORDER BY fp.project_id
#
#  datasource_id = 218 is the May 2010 run on freshmeat.
project_id	projectname_short	author_name	author_role
63632	encodingse\n    	jlorenzen	Owner
63633	jbimock\n    	jlorenzen	Owner
63634	fearstats\n    	Jason Schofield	Owner
63635	nzbgui\n    	UnderSkin	Owner
63636	fwdoc\n    	Volker Tanger	Owner
63637	openswing\n    	mauro	Owner
63638	cghttpd\n    	david	Owner
63639	tinygo\n    	Alexey Klimkin	Owner
63640	orionsmg\n    	Chris Storah	Owner
63641	pod2s5\n    	Tom	Owner
63642	rubymechanize\n    	Aaron	Owner
63643	speakright\n    	IanRae	Owner
63645	recls\n    	Dr Proctor	Owner
63646	toutoujs\n    	TouTouJS	Owner
63647	jnc\n    	Marco Trudel	Owner
63648	lamadict\n    	Primitif	Owner
63650	vcs-load-dirs\n    	John Goerzen	Owner
63651	pcm\n    	Andrew Fenn	Owner
63652	spe\n    	www.stani.be	Owner
63653	pkgtools\n    	Gunnar Ritter	Owner
63654	lapsus\n    	Jakub Schmidtke	Owner
63655	elvyx\n    	Armando	Owner
63656	vpn-shaper\n    	atlantos	Owner
63658	crosstex\n    	Robert Burgess	Owner
63661	ehour\n    	Thies Edeling	Owner
63662	fusemc\n    	gozza	Owner
63664	mymahj\n    	Olivier Playez	Owner
63665	tolp\n    	Jorge	Owner
63667	mindquarry\n    	Lars Trieloff	Owner
63667	mindquarry\n    	Sandro Groganz	Marketing Manager
63669	milkfish\n    	fronce	Owner
63670	most4linux\n    	Bernhard Walle	Owner
63671	xesolver\n    	S3ct0r	Owner
63672	u24mixer-module\n    	Erik	Owner
63673	deepproject\n    	ChrisM	Owner
63674	microtiger\n    	Brian G VanBuren	Owner
63676	traffstats\n    	Klaus Zerwes zero-sys.net	Owner
63677	robolibft\n    	NxDefiant	Owner
63678	itadaki\n    	Matthew J. Francis	Owner
63679	mogul\n    	stamit	Owner
63680	dicelab\n    	Robert Lemmen	Owner
63681	hegons\n    	S0lo	Owner
63683	tellmatic\n    	vizzy	Owner
63684	hsh\n    	John Goerzen	Owner
63685	spamdyke\n    	Sam Clippinger	Owner
63687	marcopolo\n    	David Symonds	Owner
63689	myinit\n    	stamit	Owner
63690	streamnikserver\n    	Yorn	Owner
63692	seccheck\n    	Zazzy Bob	Owner
63693	ccissvolstatus\n    	Stephen Cameron	Owner
63694	libstrvar\n    	Duge	Owner
63697	fishkill\n    	Pascal Schmidt	Owner
63698	ftpusers\n    	ChrisM	Owner
63699	seolizer\n    	Martin Hinner	Owner
63700	nopworklog\n    	milan b.	Owner
63701	musicwatcher\n    	Tyler Riddle	Owner
63702	dxf\n    	dum-dee-dum	Owner
63703	syslog-async\n    	Simon Kelley	Owner
63704	s3cmd\n    	Michal Ludvig	Owner
63705	d-store\n    	ozymandias	Owner
63706	clfswm\n    	Philippe Brochard	Owner
63707	royalcms\n    	Andrew M	Owner
63708	xmmscontrol\n    	sulk	Owner
63711	numa1\n    	lakshmipathi	Owner
63713	rejoystick\n    	Samel	Owner
63714	wurld\n    	Michael Muller	Owner
63715	phppagination\n    	infosite	Owner
63716	gnetwatch\n    	Alexandre Fenyo	Owner
63718	firekeeper\n    	Jan Wróbel	Owner
63719	mksh\n    	mirabile	Owner
63719	mksh\n    	Benny Siegert	MirOS developer
63721	burn-cd\n    	SmART	Owner
63723	ajaxchatbot\n    	chris	Owner
63724	loggertools\n    	Max Kellermann	Owner
63725	jsvr\n    	padeler	Owner
63726	php-webdav\n    	j	Owner
63727	polyglot\n    	Andrew Myers	Owner
63728	ezstream\n    	Moritz Grimm	Owner
63730	tel\n    	lunar_yorn	Owner
63731	irrklang\n    	Nikolaus Gebhardt	Owner
63732	xrope\n    	Serge Hulne	Owner
63733	dnserver\n    	Cesar Rodas	Owner
63734	mozcalext\n    	Howard Chu	Owner
63737	clonezilla\n    	Steven	Owner
63738	ipoque-prx-ce\n    	ipoque	Owner
63739	tsb\n    	tuxnews	Owner
63740	emsniff\n    	Weber Mathias	Owner
63742	gfreqlet\n    	Jeffrey Bakker	Owner
63743	enigform\n    	Buanzo	Owner
63744	ffse\n    	Kev Vance	Owner
63745	kraft\n    	freitag	Owner
63746	ipshutter\n    	Asher	Owner
63747	pandore\n    	imipak	Owner
63748	streammonitor\n    	stygian20	Owner
63749	scriptlandia\n    	Alexander Shvets	Owner
63751	sqlscreens\n    	medoc	Owner
63753	xpress-analyzer\n    	Isaac	Owner
63754	ruty\n    	welterde	Owner
63755	ajaxstub\n    	Carl J. Nobile	Owner
63756	tivopod\n    	eglass1	Owner
63758	iqr\n    	ulysses	Owner
63759	mrwall\n    	Diurno	Owner
63762	pyliblo\n    	Dominic Sacré	Owner
63764	madtut\n    	imipak	Owner
63765	dzen\n    	rob01	Owner
63766	ojs\n    	Alec Smecher	Owner
63767	keyplex\n    	DocWilco	Owner
63769	opendap\n    	imipak	Owner
63770	xmlparselib\n    	kindman	Owner
63771	jack_oscrolloscope\n    	Dominic Sacré	Owner
63772	tivo2dvd\n    	Dave Steele	Owner
63773	noty\n    	Alejandro Liu	Owner
63774	simple-mysql-class\n    	SecondV	Owner
63775	ppc3764\n    	Esteban	Owner
63776	erpimp\n    	Andrea Montanari	Owner
63778	eploy\n    	NebuK	Owner
63779	ccextractor\n    	carlos.fernandez	Owner
63780	conteg\n    	Alex Kemp	Owner
63783	eventcal\n    	OMouse	Owner
63784	itk\n    	imipak	Owner
63785	unixem\n    	Dr Proctor	Owner
63786	sympy\n    	Ondrej Certik	Owner
63786	sympy\n    	Kirill Smelkov	member
63787	jfolder\n    	Gary Steinmetz	Owner
63788	mysql-persistent-user-variables-udf\n    	j	Owner
63789	autocomplete\n    	dror	Owner
63790	phatdb\n    	David Collett	Owner
63791	as_admintool\n    	Alexander Selifonov	Owner
63793	rotoscope\n    	protozone	Owner
63794	thelastripper\n    	Jonas F. Jensen	Owner
63795	moreforgprolog\n    	boretti	Owner
63796	flectioned\n    	Thomas Kühne	Owner
63797	schoorbs\n    	xhochy	Owner
63798	atticman\n    	Milan Babuskov	Owner
63799	jumpbox-mediawiki\n    	JumpBox	Owner
63800	jumpbox-wordpress\n    	JumpBox	Owner
63803	relations\n    	aktion-hip	Owner
63804	retroshare\n    	Dr Bob	Owner
63805	textlinkrotator\n    	mooonbaby	Owner
63806	cfmake\n    	Max.Moorkamp	Owner
63807	brightq\n    	Stéphane Peter	Owner
63808	jumpbox-punbb\n    	JumpBox	Owner
63809	keyjnotegui\n    	lunar_yorn	Owner
63811	test-run\n    	Shlomi Fish	Owner
63812	cardmonsters\n    	Forge	Owner
63813	clkd\n    	Kaz Kylheku	Owner
63814	cpluff\n    	Johannes Lehtinen	Owner
63815	aspectoc\n    	imipak	Owner
63819	spserver\n    	stephen	Owner
63820	quickformlivetext\n    	Fabio Ambrosanio	Owner
63821	tdu\n    	hede	Owner
63823	swfflvplayerformac\n    	SWF Mac Software	Owner
63824	vnstatfrontend\n    	Bjorge Dijkstra	Owner
63826	nrpe\n    	Ethan Galstad	Owner
63827	quickformwizard\n    	Fabio Ambrosanio	Owner
63828	petardfs\n    	Ben Martin	Owner
63829	djproject\n    	Chrriis	Owner
63830	desktoplyrics\n    	corecode	Owner
63831	firetable\n    	Hiawatha	Owner
63832	paranamer\n    	Paul Hammant	Owner
63833	limb\n    	Pavel Shevaev	Owner
63834	clsims\n    	Benjamin Mann	Owner
63835	otfbot\n    	Allo	Owner
63836	pphone\n    	Ondra Havel	Owner
63837	mlapd\n    	Giulivo Navigante	Owner
63838	pillager\n    	Leo Saint	Owner
63839	c64img\n    	Johan Fitie	Owner
63840	dolphincrm\n    	Zeke Walker	Owner
63842	boxtream\n    	Jerome Alet	Owner
63843	sopoker\n    	stamit	Owner
63844	linoleum_linux32\n    	y.	Owner
63845	easypanopanoweaver\n    	jennyzhao	Owner
63846	bitrix\n    	bitrix	Owner
63847	sessionsaver\n    	Vit Rozkovec	Owner
63848	smartsvn\n    	syntevo GmbH	Owner
63850	sdictviewer\n    	Sam Tygier	Owner
63852	sydewynder\n    	Mike Edwards	Owner
63853	svntoolbox\n    	Peter Åstrand	Owner
63854	cbold_framework\n    	Coolquest, Inc.	Owner
63855	outkafe\n    	A.J. Venter	Owner
63857	skulker\n    	Simon Edwards	Owner
63858	genu_cms\n    	Raoul Proença	Owner
63859	anyxml\n    	Daniele C.	Owner
63861	bsrssmailfeed\n    	Baerana	Owner
63862	vespasian\n    	Adam Voigt	Owner
63864	range\n    	tomass	Owner
63867	localhost_http_command_daemon\n    	Tomi Ollila	Owner
63869	cswebmail\n    	Yan Gleyzer	Owner
63870	shttp\n    	swivel	Owner
63871	libxcpc\n    	david	Owner
63872	doff\n    	Alexis Toulotte	Owner
63873	t3devkit\n    	Anthony Baire	Owner
63874	bspbg\n    	Baerana	Owner
63875	bsdm\n    	Baerana	Owner
63876	fuselagefs\n    	Ben Martin	Owner
63877	cerbergrid\n    	Samuel Mendenhall	Owner
63878	chickensden\n    	Audric	Owner
63878	chickensden\n    	jaceks	Owner
63879	togg\n    	Stefan Ott	Owner
63880	shtookaexplorer\n    	zMoostik	Owner
63881	tinyuml\n    	Wei-ju Wu	Owner
63882	assogiate\n    	Kevin Daughtridge	Owner
63883	jslovo\n    	Sergei Chekanov	Owner
63884	j2eemail\n    	gsarrazin	Owner
63885	xsde\n    	Boris Kolpackov	Owner
63887	btfs\n    	Luciano Rocha	Owner
63888	glassfish\n    	PatrickBueker	Owner
63890	as_propsheet\n    	Alexander Selifonov	Owner
63891	libpoet\n    	Frank Mori Hess	Owner
63892	qmailtoaster\n    	Phomey	Owner
63894	steroids\n    	Alan Chen	Owner
63895	json-dwiw\n    	Don Owens	Owner
63896	openwebspider\n    	shen139	Owner
63897	qore-eclipse-ide\n    	David Nichols	Owner
63898	millscript-util\n    	Kevin Rogers	Owner
63899	pocomy\n    	Klaus Zerwes zero-sys.net	Owner
63900	millscript-excel\n    	Kevin Rogers	Owner
63901	rss2twitter\n    	Pivari.com	Owner
63902	esprit\n    	Guillaume Allegre	Owner
63903	cernunnos\n    	Drew Wills	Owner
63904	kima\n    	gnemmi	Owner
63905	thresh\n    	Matt Deren	Owner
63906	taskmeister\n    	codecoaster	Owner
63907	vnstatgui\n    	Martin Milinovsky	Owner
63908	javagear\n    	Jesús Adolfo García Pasquel	Owner
63909	free-sa\n    	Sapon Oleg	Owner
63910	addresstangler\n    	y.	Owner
63911	libctf\n    	Abel	Owner
63912	myos\n    	zelko	Owner
63913	ping_partimage_is_not_ghost\n    	Natan	Owner
63916	zogi\n    	Rev. Adam Tauno Williams	Owner
63917	jarexplorer\n    	marcov8	Owner
63918	gstpw\n    	Seweryn Niemiec	Owner
63919	openswingframework\n    	mauro	Owner
63920	bank_german\n    	Christian Kalkhoff	Owner
63921	pdk\n    	Activator	Owner
63922	ora-hot-bkp\n    	Teolupus	Owner
63923	quamachi\n    	Chris Giles	Owner
63924	idautomationjavabarcodepackage\n    	IDAutomation	Owner
63925	aoeui\n    	Peter Klausler	Owner
63926	gaia-git\n    	Patrick Vitali	Owner
63927	json-xs\n    	Marc A. Lehmann	Owner
63928	cutoggvorbis\n    	labrum	Owner
63929	ontowiki\n    	Sebastian Dietzold	Owner
63930	asmref\n    	Jeff Owens	Owner
63931	ctalz\n    	Takahiro Kosakai	Owner
63933	xevdevserver\n    	Jori	Owner
63934	jdec\n    	swaroop belur	Owner
63936	gpicsync\n    	francois schnell	Owner
63938	qexec\n    	Giulio	Owner
63939	highlighter\n    	Giulio	Owner
63940	jmathlib\n    	Stefan Mueller	Owner
63942	reptool\n    	Andrea Zagli	Owner
63945	piscator\n    	Luk Morbee	Owner
63946	jabber-bot\n    	Brett Stimmerman	Owner
63948	cupcakecms\n    	Jason Banico	Owner
63949	ddds4j\n    	Leif Johansson	Owner
63950	jrecord\n    	Bruce Martin	Owner
63951	fuzzled\n    	Tim Brown	Owner
63953	flashphotocomparegallery\n    	Michael	Owner
63954	restfulbeans\n    	Alexander Tereshkin	Owner
63955	taskspooler\n    	viric	Owner
63956	cmil\n    	jfz	Owner
63957	webcloud\n    	Frank	Owner
63959	umldesignsuite\n    	Terence Monteiro	Owner
63960	pytags\n    	KYAAngel	Owner
63962	gfit\n    	svarneticist	Owner
63963	python-gastables\n    	Varun Hiremath	Owner
63964	krickscore\n    	Varun Hiremath	Owner
63965	getnonfreenonus\n    	Bodo Giannone	Owner
63966	gdado\n    	Manolinux	Owner
63967	lingnux\n    	Vincent	Owner
63969	3gpconverter\n    	Grrl	Owner
63970	nuttx\n    	spudmonkey	Owner
63973	gracie\n    	The Nose Who Knows	Owner
63974	vimplugin\n    	bastl	Owner
63980	pykeynote\n    	Patroklos Argyroudis	Owner
63981	mediatomb\n    	Jin	Owner
63982	anaa\n    	scriptol	Owner
63983	greenfoot\n    	Michael Kölling	Owner
63984	sourcespeak\n    	Will Entriken	Owner
63985	gwt-hibernate\n    	Arnold deVos	Owner
63986	idautomationuniversalbarcodefont\n    	IDAutomation	Owner
63987	prb\n    	Guizy	Owner
63988	mylingual\n    	kazuho	Owner
63989	xload\n    	Gubutech microsystems	Owner
63990	idautomationtruetypebarcodefont\n    	IDAutomation	Owner
63992	ligen\n    	Hroudtwolf	Owner
63993	ispcp-omega\n    	RomanSoldier	Owner
63994	skicalculator\n    	Robert Liesenfeld	Owner
63995	crowd\n    	Justen Stepka	Owner
63995	crowd\n    	Justin	co-admin
63998	awds\n    	Andre Herms	Owner
64000	miglayout\n    	Mikael Grev	Owner
64002	accerciser\n    	Eitan Isaacson	Owner
64004	sfcb\n    	buccella	Owner
64004	sfcb\n    	Viktor Mihajlovski	Owner
64005	lobotomy\n    	MadBob	Owner
64006	fdt\n    	Costin Grigoras	Owner
64008	radare\n    	pancake	Owner
64009	pxaserver\n    	Luca Guerrieri	Owner
64011	mftpd\n    	Longuens	Owner
64012	gconf-cleaner\n    	Akira TAGOH	Owner
64013	0xffff\n    	pancake	Owner
64014	alerttail\n    	kimbuba	Owner
64016	correo\n    	Andreas Huber	Owner
64017	vertris\n    	Andrés Rassol	Owner
64018	sikakuqt\n    	j1024	Owner
64019	thebigpicture\n    	Pieter Edelman	Owner
64020	ruby-openal\n    	yun, jonghyouk	Owner
64021	phonetinfo\n    	Patrick Frei	Owner
64022	cego-dbd\n    	lemke	Owner
64024	magicermine\n    	magicErmine	Owner
64025	malkriz\n    	j1024	Owner
64026	st\n    	TomZ	Owner
64027	rallypoint\n    	Ben Smith	Owner
64028	ripsuite\n    	adamofgreyskull	Owner
64031	mig33\n    	luizpng	Owner
64034	wide-dhcpv6\n    	Wolfram Schlich	Owner
64035	kpassdns\n    	mew	Owner
64036	jackmixdesk\n    	audiomobster	Owner
64037	muxi\n    	Christian Hahn	Owner
64039	smartcvs\n    	syntevo GmbH	Owner
64040	clockingit\n    	Erlend Simonsen	Owner
64041	poprox\n    	Conostix	Owner
64042	goba\n    	Erkki Seppälä	Owner
64043	getfast\n    	rayyildiz	Owner
64044	onekript\n    	darea	Owner
64045	vcl4php\n    	José León Serna	Owner
64046	openxpki\n    	Kvorg	Owner
64047	cuse\n    	Thomas Haenselmann	Owner
64048	dklab_apache\n    	Dmitry Koterov	Owner
64049	thread_safe_signals\n    	Frank Mori Hess	Owner
64050	jctld\n    	Fred Barnes	Owner
64052	x2jb\n    	rio	Owner
64054	sogo-inverse\n    	Extra	Owner
64054	sogo-inverse\n    	Wolfgang Sourdeau	Owner
64054	sogo-inverse\n    	Francis Lachapelle	Owner
64055	jvanish\n    	Daniel Wimpff	Owner
64056	phpsudoku\n    	Michael	Owner
64057	antiplate\n    	Mnementh	Owner
64058	libjit\n    	Aleksey Demakov	Owner
64060	acofile\n    	Nima Johari Zadeh	Owner
64061	arsidian-ap\n    	ARSIDIAN LLC	Owner
64062	libxspf\n    	Sebastian Pipping	Owner
64063	phpmio\n    	bubblenut	Owner
64064	whole\n    	Riccardo Solmi	Owner
64065	spket\n    	Eric Suen	Owner
64068	simplemyadmin\n    	RainCT	Owner
64070	oracle_client\n    	drunkennewfiemidget	Owner
64074	smartmines\n    	Jan Erik Breimo	Owner
64076	woobs\n    	Aresch	Owner
64077	jpopc\n    	7ex	Owner
64078	ts-101_mysql\n    	Y.C. Ken Chen	Owner
64079	flapjack\n    	Dan Engel	Owner
64082	tomboylatex\n    	Christian Reitwießner	Owner
64083	talkative\n    	El Pescado	Owner
64084	rationaltester\n    	BlueVoodoo	Owner
64085	webconverger\n    	hendry	Owner
64086	transplus\n    	Dumbkiwi	Owner
64087	mysql-awss3\n    	Mark Atwood	Owner
64088	surumi\n    	faye	Owner
64089	pmpc\n    	surface_and_stagnate	Owner
64091	pdfread\n    	Ashish Kulkarni	Owner
64092	rubyrailroad\n    	Javier Smaldone	Owner
64093	dvdmenuauthor\n    	pts	Owner
64094	bluelavahvacaddon\n    	Vladislav Staroselskiy	Owner
64095	ies2iv\n    	Stéphane Albin	Owner
64097	pv2x\n    	G.o.D	Owner
64098	symbolica\n    	G.o.D	Owner
64102	thejavacpreprocessor\n    	Shevek	Owner
64103	csvtoxls_php\n    	Alan Gruskoff	Owner
64104	pyvib2\n    	Maxim Fedorovsky	Owner
64105	osbtools\n    	stas	Owner
64106	savescummer\n    	Jeff Lait	Owner
64107	escluderlate\n    	lupa	Owner
64108	svnfeed\n    	Remko Tron&ccedil;on	Owner
64109	wanguard\n    	Cristian Andries	Project Manager
64109	wanguard\n    	Vasile Borcan	Owner
64110	uvcview\n    	ogochan	Owner
64112	racepoint\n    	Paul Richards	Owner
64118	kaptcha\n    	Jon S. Stevens	Owner
64120	kerjodando\n    	Ezzy Elliott	Owner
64121	frontaccounting\n    	FrontAccounting	Owner
64122	gzinc\n    	littletux	Owner
64123	rxlogd\n    	Andras Horvath	Owner
64124	webspherehats\n    	BlueVoodoo	Owner
64125	entrance\n    	Tod Landis	Owner
64126	ascl\n    	Ada95Rules	Owner
64127	kbib\n    	Beam	Owner
64128	clustering\n    	Jean-David Hsu	Owner
64129	nagios2xml\n    	Nicolas Hennion	Owner
64130	dv2vloopback\n    	faltantornillos	Owner
64131	sourcehighlightide\n    	Lorenzo Bettini	Owner
64133	imc-fi\n    	Lorenzo Bettini	Owner
64135	pixel\n    	Pavel	Owner
64136	virtual800\n    	Miguel Scapolla	Owner
64137	mod_openpgp\n    	Buanzo	Owner
64139	castcluster\n    	dan b	Owner
64140	virt-factory\n    	Michael DeHaan	Owner
64141	uriparser\n    	Sebastian Pipping	Owner
64141	uriparser\n    	songweijia	Owner
64142	jiic\n    	JH	Owner
64144	dynamos\n    	Kristis Makris	Owner
64145	pgssapi\n    	David Leonard	Owner
64146	myhttp_engine\n    	Brian Aker	Owner
64148	fastdeploy\n    	fastdeploy	Owner
64151	janjiku\n    	Budi Susanto	Owner
64152	asido\n    	Kaloyan K. Tsvetkov	Owner
64153	pysamba\n    	Juan M. Casillas	Owner
64154	inmersa\n    	Raul Reyes	Owner
64155	mailtest\n    	buga	Owner
64156	templatemanager\n    	Kees van Reeuwijk	Owner
64158	dockboard\n    	Andrew Krause	Owner
64160	captchacreator\n    	iorgus	Owner
64162	advene\n    	Olivier Aubert	Owner
64163	wxextlib\n    	daniel kaeps	Owner
64165	xoda\n    	betso	Owner
64166	realisticiconscollection\n    	neilsagitov	Owner
64167	nsfilehandleext\n    	sECuRE	Owner
64169	jpegfit\n    	ziqbal	Owner
64170	nwbintools\n    	Nils Weller	Owner
64171	video-contact-sheet\n    	outlyer	Owner
64173	phelix\n    	igor tavcar	Owner
64174	unxtm\n    	Bertrand Janin	Owner
64175	phook\n    	Asus	Owner
64176	lasertraq\n    	Daniel Rigid	Owner
64180	eto\n    	nick apostolakis	Owner
64181	notes\n    	jimmer	Owner
64183	qtractor\n    	Rui Nuno Capela	Owner
64184	textforread\n    	Murat Küçükosman	Owner
64186	pointlocation6709\n    	Sualeh Fatehi	Owner
64188	expp\n    	Claude SIMON	Owner
64189	clichart\n    	John Dickson	Owner
64190	sct\n    	Herbert Poul	Owner
64192	cgmail\n    	redgun	Owner
64193	phpimagescript\n    	psi-labs.com	Owner
64194	domadi\n    	Raf D	Owner
64195	phpgraphed\n    	edpower	Owner
64196	dpkg-du\n    	nabyss	Owner
64197	mazerunner\n    	timothyb89	Owner
64198	iep-ipp\n    	mnielse	Owner
64201	lgang\n    	Kristis Makris	Owner
64202	tws-ascii\n    	Charles B. Cosse	Owner
64203	blueerp\n    	raphael alla	Owner
64207	daylightchart\n    	Sualeh Fatehi	Owner
64208	fusionchartsfree\n    	InfoSoft Global (P) Ltd.	Owner
64209	pingoocms\n    	Teri Logan	Owner
64210	jdave\n    	Joni Freeman	Owner
64211	checkaccess\n    	Wiz	Owner
64213	superwabajep\n    	SilvioMoioli	Owner
64214	moiochart\n    	SilvioMoioli	Owner
64215	cpuinfo\n    	Gwenole Beauchesne	Owner
64216	hermes\n    	Juan José Gutiérrez de Quevedo	Owner
64220	virtualcron\n    	Giorgos	Owner
64221	zoneadmin\n    	Rudolph Bott	Owner
64223	jobman\n    	Heng Sun	Owner
64224	budgetsgetreal\n    	Budgets Get Real	Owner
64225	jdbctool\n    	Quuxo Software	Owner
64226	pbxware\n    	Senci	Owner
64230	krumo\n    	Kaloyan K. Tsvetkov	Owner
64231	fakehermes\n    	Juan José Gutiérrez de Quevedo	Owner
64232	k5njournal\n    	Craig Knudsen	Owner
64234	vanguard\n    	Gordano	Owner
64235	yaacfi\n    	Zeev (Vladimir) Belkin	Owner
64237	dfdcart\n    	Michael Kilday	Owner
64238	rhino\n    	jeff covey	Owner
64241	urulu\n    	co2	Owner
64242	z47virtualprocessorpalm\n    	zppsupport	Owner
64244	mod_methods\n    	Brian Aker	Owner
64246	sreadline\n    	Sergey Satskiy	Owner
64247	coloradoftp\n    	Sector	Owner
64248	madrigal\n    	lekernel	Owner
64249	sysinfo-dc\n    	ahaidukov	Owner
64250	reliafree\n    	weibullguy	Owner
64252	shoka\n    	mauropiccini	Owner
64253	crystalcore\n    	Jorrit Tyberghein	Owner
64254	cppfsmtemplate\n    	Sergey Satskiy	Owner
64255	elegantjcharts\n    	Elegant MicroWeb	Owner
64256	ajaxandjavascriptbarcodegenerator\n    	IDAutomation	Owner
64257	latexmath2png\n    	Kamil Kisiel	Owner
64258	cryptkeeper\n    	Tom Morton	Owner
64259	camlpdf\n    	Coherent Graphics	Owner
64261	pygep\n    	rzoz	Owner
64262	reasonablepy\n    	Markus Schatten	Owner
64263	lums\n    	Kostas Kalevras	Owner
64264	php_qrencode\n    	Vanilla Hsu	Owner
64265	synscan\n    	Neil Kettle	Owner
64266	tftpgui\n    	Bernard Czenkusz	Owner
64268	skipolemonitor\n    	Bernard Czenkusz	Owner
64269	readwriteconfig\n    	Jonathan Andrews	Owner
64271	precisionidcode3of9barcodefonts\n    	precisionid	Owner
64273	anki\n    	Damien Elmes	Owner
64275	zfec\n    	zooko	Owner
64278	evolution-rss\n    	Luci Langa	Owner
64280	cubulus\n    	alxtoth	Owner
64282	streamos\n    	post-factum	Owner
64283	coralillo\n    	Carlos Daniel Ruvalcaba Valenzuela	Owner
64285	mypw\n    	MyPW	Owner
64286	mzk\n    	sirdarckcat	Owner
64289	konstrukt\n    	Troels Knak-Nielsen	Owner
64291	barbie\n    	Phil Hassey	Owner
64292	wiki2xhtml\n    	Granjow	Owner
64293	cpufire\n    	Soeren Sonnenburg	Owner
64294	shogun\n    	Soeren Sonnenburg	Owner
64295	slackupgrade\n    	helgi	Owner
64296	bcr-steps\n    	martin klang	Owner
64297	gsysx\n    	Arclight	Owner
64301	ucal\n    	Abdul-Aziz Al-Oraij	Owner
64302	midi-pong\n    	martin klang	Owner
64303	rir2dns\n    	Msquared	Owner
64304	kalsamix\n    	Stefano Rivoir	Owner
64305	daemonisationwithfeedback\n    	Sergey Satskiy	Owner
64306	cpe\n    	Chris Cheung	Owner
64307	elegantjchartlibrary\n    	Elegant MicroWeb	Owner
64308	openmodellerdesktop\n    	TimLinux	Owner
64309	elegantjchartdesigneride\n    	Elegant MicroWeb	Owner
64311	elegantjindicatorsandgauges\n    	Elegant MicroWeb	Owner
64312	nvm\n    	bla	Owner
64313	eol\n    	Valéry Febvre	Owner
64314	tivoliprovisioningmanager\n    	BlueVoodoo	Owner
64315	crionicsjpdf\n    	Olivier Refalo	Owner
64316	tab-2\n    	katzlbt	Owner
64317	nventory\n    	Vidavee	Owner
64317	nventory\n    	Jason Heiss	Project Manager
64319	whoisruby\n    	cyril Mougel	Owner
64320	weiliyu\n    	ZhangMaiKe	Owner
64321	gpilotinstaller\n    	jbhannah	Owner
64322	virtbench\n    	Rusty Russell	Owner
64323	dmjot\n    	encoded	Owner
64325	py-asterisk\n    	dmw	Owner
64326	lipt\n    	Frederik Dannemare	Owner
64328	slabuntuvmware\n    	Lorenzo Allori	Owner
64329	cournol\n    	foerg	Owner
64330	interleaved2of5barcodefonts\n    	precisionid	Owner
64331	xqde\n    	Stefano	Owner
64334	distract\n    	Matthew Sackman	Owner
64335	logsend\n    	orveldv	Owner
64336	flash-plaice\n    	luxuryyacht	Owner
64337	internalize\n    	Oliver Rademacher	Owner
64337	internalize\n    	Conny F	Owner
64338	srdsd\n    	Andrea Barisani	Owner
64339	shatranj\n    	Sam Tannous	Owner
64340	okl4\n    	navlrac	Owner
64341	fsbb\n    	Giorgos	Owner
64342	libface\n    	Sujith K.R	Owner
64343	e2elements\n    	emlix GmbH	Owner
64344	yasl\n    	Jeff	Owner
64345	precisionidcode128barcodefonts\n    	precisionid	Owner
64346	framesuite\n    	AKVIS LLC	Owner
64347	pt-helper\n    	Kristen Stubbs	Owner
64348	ebookmanager\n    	Balaji Srinivasan	Owner
64350	libmtag\n    	Felipe Contreras	Owner
64351	podloadr\n    	Shiraz Kanga	Owner
64352	precisionideanupcbarcodefonts\n    	precisionid	Owner
64353	sendemails\n    	SANFACE Software	Owner
64354	srvctrl\n    	exi	Owner
64355	mobilebio\n    	Cody Konior	Owner
64356	precisionidocr-aandocr-bfonts\n    	precisionid	Owner
64357	dexss\n    	leighklotz	Owner
64358	plus4emu\n    	Istvan Varga	Owner
64361	spdict\n    	stephen	Owner
64362	openspm\n    	Minesh B. Amin	Owner
64363	yasa\n    	Cheng-Lung Sung	Owner
64364	idautomationdatamatrixfontencoder\n    	IDAutomation	Owner
64365	ssshell\n    	fr3nd	Owner
64366	stx-btree\n    	Timo Bingmann	Owner
64367	precisioniduspspostnetfonts\n    	precisionid	Owner
64368	xurgency\n    	jebe	Owner
64369	precisionidmicre13bfonts\n    	precisionid	Owner
64370	qdrupal\n    	Mike Hostetler	Owner
64371	pybonjour\n    	Chris Stawarz	Owner
64372	pam_usbng\n    	tomhet	Owner
64373	blogxping\n    	Arclight	Owner
64374	fl\n    	fl	Owner
64375	mical\n    	davida	Owner
64376	xguess\n    	davida	Owner
64377	dimenso\n    	Dimitrios Souflis	Owner
